iter	MAPE	RMSE
944	0.1971650409	110.4682071
945	0.1971625591	110.4670129
946	0.1971621474	110.4670046
947	0.1971620381	110.4669793
948	0.1971619315	110.4669552
949	0.1971628889	110.4668168
950	0.1971627842	110.4667936
951	0.1971628806	110.4667885
952	0.1971561582	110.4657647
953	0.1971514117	110.4650177
954	0.1971514081	110.4649956
955	0.197151944	110.4645359
956	0.1971524687	110.4640992
957	0.1971528737	110.4640561
958	0.197152883	110.4640351
959	0.1971529799	110.4639883
960	0.197152845	110.4638923
961	0.1971538851	110.4637581
962	0.1971543707	110.4636765
963	0.1971539179	110.4633839
964	0.1971549283	110.463256
965	0.197155494	110.4629652
966	0.1971554815	110.4629454
967	0.1971551241	110.4629428
968	0.1971554842	110.4629021
969	0.1971554705	110.4628836
970	0.1971549386	110.4628071
971	0.1971556036	110.4626777
972	0.1971556467	110.4626338
973	0.1971561744	110.462358
974	0.1971571319	110.4622349
975	0.1971507506	110.4612386
976	0.1971507619	110.4612214
977	0.1971504909	110.461215
978	0.1971504992	110.4611986
979	0.1971501941	110.4611965
980	0.1971501083	110.4610212
981	0.197151082	110.4609028
982	0.1971515498	110.460828
983	0.1971520177	110.4607565
984	0.1971520166	110.4607406
985	0.197152721	110.4606154
986	0.197152706	110.4606004
987	0.1971464726	110.4596279
988	0.1971465046	110.4596135
989	0.1971468998	110.4595772
990	0.1971474759	110.4593185
991	0.1971475061	110.4593054
992	0.1971470628	110.459232
993	0.1971470797	110.4592195
994	0.1971475607	110.4591516
995	0.1971481319	110.4587254
996	0.1971481555	110.4587133
997	0.1971458331	110.4575729
998	0.1971463551	110.457167
999	0.1971460798	110.4571652
