ID_DAY,ID_HOLIDAY_TYP,DS_HOLIDAY_TYP
2010-08-14,51,Vacances scolaires
2010-08-08,51,Vacances scolaires
2015-11-01,52,Vacances scolaires
2013-07-22,51,Vacances scolaires
2009-06-23,18,F�te nationale Luxembourg
2011-12-30,53,Vacances scolaires
2016-07-14,9,F�te nationale
2015-01-03,53,Vacances scolaires
2014-02-21,57,Vacances scolaires zone C
2017-04-14,59,Vacances scolaires zone B
2016-03-28,26,Lundi de P�ques
2012-02-14,55,Vacances scolaires zone A
2010-07-22,51,Vacances scolaires
2015-04-26,60,Vacances scolaires zone C
2017-03-04,55,Vacances scolaires zone A
2018-02-25,55,Vacances scolaires zone A
2012-10-30,52,Vacances scolaires
2019-08-01,51,Vacances scolaires
2012-05-01,59,Vacances scolaires zone B
2015-08-01,51,Vacances scolaires
2014-08-13,51,Vacances scolaires
2018-04-27,60,Vacances scolaires zone C
2010-02-22,57,Vacances scolaires zone C
2013-03-08,55,Vacances scolaires zone A
2009-04-18,60,Vacances scolaires zone C
2014-03-04,55,Vacances scolaires zone A
2014-07-05,51,Vacances scolaires
2013-11-11,12,Armistice 1918
2019-04-23,58,Vacances scolaires zone A
2009-02-23,56,Vacances scolaires zone B
2016-02-23,57,Vacances scolaires zone C
2015-04-12,58,Vacances scolaires zone A
2014-01-04,53,Vacances scolaires
2010-02-13,56,Vacances scolaires zone B
2013-04-20,59,Vacances scolaires zone B
2013-08-20,51,Vacances scolaires
2012-07-06,51,Vacances scolaires
2014-07-24,51,Vacances scolaires
2017-07-16,51,Vacances scolaires
2016-07-09,51,Vacances scolaires
2017-02-06,57,Vacances scolaires zone C
2018-03-05,56,Vacances scolaires zone B
2011-04-24,60,Vacances scolaires zone C
2009-12-26,53,Vacances scolaires
2013-03-09,57,Vacances scolaires zone C
2014-04-21,59,Vacances scolaires zone B
2017-04-17,58,Vacances scolaires zone A
2012-02-29,56,Vacances scolaires zone B
2013-04-22,58,Vacances scolaires zone A
2010-04-22,60,Vacances scolaires zone C
2016-02-25,57,Vacances scolaires zone C
2015-04-23,58,Vacances scolaires zone A
2015-02-20,57,Vacances scolaires zone C
2011-12-25,53,Vacances scolaires
2013-08-28,51,Vacances scolaires
2010-10-25,52,Vacances scolaires
2011-11-02,52,Vacances scolaires
2011-07-21,17,F�te nationale Belgique
2011-08-24,51,Vacances scolaires
2009-08-17,51,Vacances scolaires
2017-04-14,15,vendredi saint
2015-04-26,58,Vacances scolaires zone A
2018-02-25,55,Vacances scolaires zone A
2017-02-28,55,Vacances scolaires zone A
2011-04-27,58,Vacances scolaires zone A
2014-10-25,52,Vacances scolaires
2010-07-19,51,Vacances scolaires
2018-04-27,59,Vacances scolaires zone B
2018-10-21,52,Vacances scolaires
2010-07-23,51,Vacances scolaires
2014-03-04,56,Vacances scolaires zone B
2014-08-04,51,Vacances scolaires
2019-04-23,60,Vacances scolaires zone C
2016-02-23,55,Vacances scolaires zone A
2011-09-01,51,Vacances scolaires
2015-02-23,56,Vacances scolaires zone B
2016-03-05,57,Vacances scolaires zone C
2018-08-21,51,Vacances scolaires
2015-08-08,51,Vacances scolaires
2011-07-11,51,Vacances scolaires
2013-03-09,55,Vacances scolaires zone A
2017-04-17,26,Lundi de P�ques
2012-02-29,57,Vacances scolaires zone C
2013-04-22,59,Vacances scolaires zone B
2015-04-23,60,Vacances scolaires zone C
2011-12-25,13,No�l
2012-06-03,8,F�te des m�res
2011-07-21,51,Vacances scolaires
2013-12-25,53,Vacances scolaires
2017-04-14,60,Vacances scolaires zone C
2010-10-26,52,Vacances scolaires
2015-08-24,51,Vacances scolaires
2011-04-27,59,Vacances scolaires zone B
2012-08-15,51,Vacances scolaires
2013-04-19,59,Vacances scolaires zone B
2011-02-24,56,Vacances scolaires zone B
2011-08-18,51,Vacances scolaires
2014-04-22,59,Vacances scolaires zone B
2018-01-06,25,Epiphanie Espagne
2016-02-28,57,Vacances scolaires zone C
2018-02-21,55,Vacances scolaires zone A
2015-02-23,57,Vacances scolaires zone C
2015-08-09,51,Vacances scolaires
2017-06-05,6,Lundi de Pentec�te
2010-04-02,15,vendredi saint
2012-02-24,55,Vacances scolaires zone A
2017-04-17,59,Vacances scolaires zone B
2011-05-07,58,Vacances scolaires zone A
2010-11-11,12,Armistice 1918
2013-12-25,13,No�l
2010-04-17,58,Vacances scolaires zone A
2014-07-13,51,Vacances scolaires
2018-08-04,51,Vacances scolaires
2010-07-25,51,Vacances scolaires
2012-08-15,10,Assomption
2011-02-24,57,Vacances scolaires zone C
2014-04-22,60,Vacances scolaires zone C
2018-01-06,53,Vacances scolaires
2016-02-28,55,Vacances scolaires zone A
2018-02-21,57,Vacances scolaires zone C
2013-12-23,53,Vacances scolaires
2013-05-02,60,Vacances scolaires zone C
2012-02-24,57,Vacances scolaires zone C
2018-05-04,59,Vacances scolaires zone B
2010-04-17,59,Vacances scolaires zone B
2019-08-06,51,Vacances scolaires
2011-04-15,60,Vacances scolaires zone C
2016-02-22,55,Vacances scolaires zone A
2009-07-09,51,Vacances scolaires
2009-04-17,58,Vacances scolaires zone A
2013-08-22,51,Vacances scolaires
2013-05-02,58,Vacances scolaires zone A
2011-07-24,51,Vacances scolaires
2016-07-17,51,Vacances scolaires
2010-04-17,60,Vacances scolaires zone C
2016-02-22,57,Vacances scolaires zone C
2018-04-21,58,Vacances scolaires zone A
2009-04-17,60,Vacances scolaires zone C
2017-07-10,51,Vacances scolaires
2019-07-15,51,Vacances scolaires
2018-04-21,60,Vacances scolaires zone C
2009-05-03,59,Vacances scolaires zone B
2018-04-21,59,Vacances scolaires zone B
2018-04-15,60,Vacances scolaires zone C
2018-02-12,24,Rosenmontag
2018-04-15,58,Vacances scolaires zone A
2018-02-12,55,Vacances scolaires zone A
2011-10-24,52,Vacances scolaires
